latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
39.0,35.0,1147.0,10800,Europe/Istanbul,GMT+3

time,temperature_2m (Â°C),relative_humidity_2m (%),rain (mm),snowfall (cm)
2025-02-23T00:00,-10.6,78,0.00,0.00
2025-02-23T01:00,-12.2,79,0.00,0.00
2025-02-23T02:00,-12.8,80,0.00,0.00
2025-02-23T03:00,-12.9,78,0.00,0.00
2025-02-23T04:00,-13.2,79,0.00,0.00
2025-02-23T05:00,-13.3,79,0.00,0.00
2025-02-23T06:00,-13.3,78,0.00,0.00
2025-02-23T07:00,-13.5,78,0.00,0.00
2025-02-23T08:00,-12.9,78,0.00,0.00
2025-02-23T09:00,-10.7,74,0.00,0.00
2025-02-23T10:00,-9.6,68,0.00,0.00
2025-02-23T11:00,-8.5,59,0.00,0.00
2025-02-23T12:00,-7.7,56,0.00,0.00
2025-02-23T13:00,-6.9,51,0.00,0.00
2025-02-23T14:00,-6.6,52,0.10,0.00
2025-02-23T15:00,-6.5,52,0.00,0.00
2025-02-23T16:00,-6.5,52,0.00,0.07
2025-02-23T17:00,-6.7,54,0.00,0.00
2025-02-23T18:00,-7.9,64,0.00,0.00
2025-02-23T19:00,-8.8,70,0.00,0.00
2025-02-23T20:00,-8.6,72,0.00,0.00
2025-02-23T21:00,-9.4,73,0.00,0.00
2025-02-23T22:00,-11.4,72,0.00,0.00
2025-02-23T23:00,-12.0,73,0.00,0.00
2025-02-24T00:00,-12.4,73,0.00,0.00
2025-02-24T01:00,-12.4,71,0.00,0.00
2025-02-24T02:00,-12.5,72,0.00,0.00
2025-02-24T03:00,-12.7,74,0.00,0.00
2025-02-24T04:00,-12.9,76,0.00,0.00
2025-02-24T05:00,-13.1,78,0.00,0.00
2025-02-24T06:00,-13.2,81,0.00,0.00
2025-02-24T07:00,-13.3,82,0.00,0.00
2025-02-24T08:00,-12.9,84,0.00,0.00
2025-02-24T09:00,-10.7,77,0.00,0.00
2025-02-24T10:00,-9.8,68,0.00,0.00
2025-02-24T11:00,-8.9,63,0.00,0.00
2025-02-24T12:00,-8.0,59,0.00,0.00
2025-02-24T13:00,-7.4,56,0.00,0.00
2025-02-24T14:00,-7.2,49,0.00,0.00
2025-02-24T15:00,-6.6,43,0.00,0.00
2025-02-24T16:00,-5.8,47,0.00,0.00
2025-02-24T17:00,-5.8,54,0.00,0.00
2025-02-24T18:00,-7.5,62,0.00,0.00
2025-02-24T19:00,-8.8,65,0.00,0.00
2025-02-24T20:00,-9.2,67,0.00,0.00
2025-02-24T21:00,-9.2,68,0.00,0.00
2025-02-24T22:00,-9.5,71,0.00,0.00
2025-02-24T23:00,-9.7,72,0.00,0.00
2025-02-25T00:00,-10.0,73,0.00,0.00
2025-02-25T01:00,-10.5,76,0.00,0.00
2025-02-25T02:00,-10.8,77,0.00,0.00
2025-02-25T03:00,-11.5,78,0.00,0.00
2025-02-25T04:00,-12.0,79,0.00,0.00
2025-02-25T05:00,-12.0,78,0.00,0.00
2025-02-25T06:00,-12.1,78,0.00,0.00
2025-02-25T07:00,-12.3,78,0.00,0.00
2025-02-25T08:00,-11.8,78,0.00,0.00
2025-02-25T09:00,-10.0,71,0.00,0.00
2025-02-25T10:00,-8.3,65,0.00,0.00
2025-02-25T11:00,-6.6,59,0.00,0.00
2025-02-25T12:00,-5.0,53,0.00,0.00
2025-02-25T13:00,-3.4,45,0.00,0.00
2025-02-25T14:00,-2.2,41,0.00,0.00
2025-02-25T15:00,-1.8,45,0.00,0.00
2025-02-25T16:00,-1.3,48,0.00,0.00
2025-02-25T17:00,-2.0,54,0.00,0.00
2025-02-25T18:00,-4.7,63,0.00,0.00
2025-02-25T19:00,-6.3,64,0.00,0.00
2025-02-25T20:00,-6.1,63,0.00,0.00
2025-02-25T21:00,-6.3,66,0.00,0.00
2025-02-25T22:00,-6.5,68,0.00,0.00
2025-02-25T23:00,-6.8,68,0.00,0.00
2025-02-26T00:00,-7.1,70,0.00,0.00
2025-02-26T01:00,-7.3,71,0.00,0.00
2025-02-26T02:00,-7.5,72,0.00,0.00
2025-02-26T03:00,-7.0,73,0.00,0.00
2025-02-26T04:00,-6.9,72,0.00,0.00
2025-02-26T05:00,-6.9,71,0.00,0.00
2025-02-26T06:00,-7.4,72,0.00,0.00
2025-02-26T07:00,-7.7,73,0.00,0.00
2025-02-26T08:00,-6.7,74,0.00,0.00
2025-02-26T09:00,-4.8,75,0.00,0.00
2025-02-26T10:00,-3.2,76,0.00,0.00
2025-02-26T11:00,-1.6,75,0.00,0.00
2025-02-26T12:00,-0.6,75,0.00,0.00
2025-02-26T13:00,-0.1,73,0.00,0.00
2025-02-26T14:00,0.2,77,0.00,0.00
2025-02-26T15:00,0.5,82,0.00,0.07
2025-02-26T16:00,1.2,71,0.00,0.00
2025-02-26T17:00,1.2,67,0.00,0.00
2025-02-26T18:00,-0.8,73,0.00,0.00
2025-02-26T19:00,-1.9,77,0.00,0.00
2025-02-26T20:00,-2.3,80,0.00,0.00
2025-02-26T21:00,-2.8,82,0.00,0.00
2025-02-26T22:00,-3.1,84,0.00,0.00
2025-02-26T23:00,-3.3,84,0.00,0.00
2025-02-27T00:00,-3.4,84,0.00,0.00
2025-02-27T01:00,-3.6,84,0.00,0.00
2025-02-27T02:00,-3.7,84,0.00,0.00
2025-02-27T03:00,-4.2,83,0.00,0.00
2025-02-27T04:00,-4.5,83,0.00,0.00
2025-02-27T05:00,-4.7,83,0.00,0.00
2025-02-27T06:00,-4.8,82,0.00,0.00
2025-02-27T07:00,-4.9,83,0.00,0.00
2025-02-27T08:00,-4.4,83,0.00,0.00
2025-02-27T09:00,-2.3,79,0.00,0.00
2025-02-27T10:00,-0.5,73,0.00,0.00
2025-02-27T11:00,0.7,70,0.00,0.00
2025-02-27T12:00,2.1,65,0.00,0.00
2025-02-27T13:00,3.0,62,0.00,0.00
2025-02-27T14:00,3.7,59,0.00,0.00
2025-02-27T15:00,4.5,57,0.00,0.00
2025-02-27T16:00,4.6,59,0.00,0.00
2025-02-27T17:00,3.6,69,0.00,0.00
2025-02-27T18:00,2.1,71,0.00,0.00
2025-02-27T19:00,1.2,73,0.00,0.00
2025-02-27T20:00,1.1,74,0.00,0.00
2025-02-27T21:00,-0.3,77,0.00,0.00
2025-02-27T22:00,-0.3,77,0.00,0.00
2025-02-27T23:00,-0.4,77,0.00,0.00
2025-02-28T00:00,-0.8,77,0.00,0.00
2025-02-28T01:00,-1.1,78,0.00,0.00
2025-02-28T02:00,-1.6,79,0.00,0.00
2025-02-28T03:00,-2.9,85,0.00,0.00
2025-02-28T04:00,-2.7,85,0.00,0.00
2025-02-28T05:00,-2.7,85,0.00,0.00
2025-02-28T06:00,-2.4,83,0.00,0.00
2025-02-28T07:00,-2.2,82,0.00,0.00
2025-02-28T08:00,-1.6,80,0.00,0.00
2025-02-28T09:00,-0.5,73,0.00,0.00
2025-02-28T10:00,0.6,70,0.00,0.00
2025-02-28T11:00,1.4,67,0.00,0.00
2025-02-28T12:00,2.2,64,0.00,0.00
2025-02-28T13:00,2.9,61,0.00,0.00
2025-02-28T14:00,3.5,59,0.00,0.00
2025-02-28T15:00,4.4,60,0.00,0.00
2025-02-28T16:00,4.1,67,0.00,0.00
2025-02-28T17:00,2.5,90,0.00,0.00
2025-02-28T18:00,1.5,97,0.00,0.00
2025-02-28T19:00,0.8,98,0.20,0.00
2025-02-28T20:00,0.5,99,0.30,0.00
2025-02-28T21:00,0.5,99,0.20,0.14
2025-02-28T22:00,0.8,98,0.20,0.00
2025-02-28T23:00,1.3,91,0.10,0.00
2025-03-01T00:00,1.0,93,0.00,0.00
2025-03-01T01:00,0.0,92,0.00,0.00
2025-03-01T02:00,-0.1,90,0.00,0.00
2025-03-01T03:00,-1.3,93,0.00,0.00
2025-03-01T04:00,-1.8,95,0.00,0.00
2025-03-01T05:00,-1.7,95,0.00,0.00
2025-03-01T06:00,-1.6,96,0.00,0.00
2025-03-01T07:00,-1.6,96,0.00,0.00
2025-03-01T08:00,-1.1,96,0.00,0.00
2025-03-01T09:00,0.4,89,0.00,0.00
2025-03-01T10:00,1.1,85,0.00,0.00
2025-03-01T11:00,1.8,83,0.00,0.00
2025-03-01T12:00,2.4,78,0.00,0.00
2025-03-01T13:00,2.7,72,0.00,0.00
2025-03-01T14:00,3.3,66,0.00,0.00
2025-03-01T15:00,4.7,61,0.00,0.00
2025-03-01T16:00,5.3,59,0.00,0.00
2025-03-01T17:00,4.7,69,0.00,0.00
2025-03-01T18:00,2.4,70,0.00,0.00
2025-03-01T19:00,1.8,72,0.00,0.00
2025-03-01T20:00,1.2,78,0.00,0.00
2025-03-01T21:00,1.2,78,0.00,0.00
2025-03-01T22:00,1.0,78,0.00,0.00
2025-03-01T23:00,0.9,78,0.00,0.00
2025-03-02T00:00,0.9,78,0.00,0.00
2025-03-02T01:00,0.8,78,0.00,0.00
2025-03-02T02:00,0.5,79,0.00,0.00
2025-03-02T03:00,-0.9,85,0.00,0.00
2025-03-02T04:00,-1.1,86,0.00,0.00
2025-03-02T05:00,-1.2,86,0.00,0.00
2025-03-02T06:00,-1.3,87,0.00,0.00
2025-03-02T07:00,-1.4,87,0.00,0.00
2025-03-02T08:00,-0.7,84,0.00,0.00
2025-03-02T09:00,1.0,78,0.00,0.00
2025-03-02T10:00,2.6,72,0.00,0.00
2025-03-02T11:00,4.3,64,0.00,0.00
2025-03-02T12:00,5.8,59,0.00,0.00
2025-03-02T13:00,6.7,56,0.00,0.00
2025-03-02T14:00,7.4,55,0.00,0.00
2025-03-02T15:00,8.3,54,0.00,0.00
2025-03-02T16:00,8.5,58,0.00,0.00
2025-03-02T17:00,7.1,65,0.00,0.00
2025-03-02T18:00,5.6,65,0.00,0.00
2025-03-02T19:00,4.0,70,0.00,0.00
2025-03-02T20:00,3.8,71,0.00,0.00
2025-03-02T21:00,3.7,72,0.00,0.00
2025-03-02T22:00,3.5,73,0.00,0.00
2025-03-02T23:00,3.5,72,0.00,0.00
2025-03-03T00:00,3.3,73,0.00,0.00
2025-03-03T01:00,2.9,75,0.00,0.00
2025-03-03T02:00,2.9,76,0.00,0.00
2025-03-03T03:00,2.2,81,0.00,0.00
2025-03-03T04:00,2.0,84,0.00,0.00
2025-03-03T05:00,1.9,91,0.50,0.00
2025-03-03T06:00,1.7,96,0.50,0.00
2025-03-03T07:00,1.1,99,1.60,0.14
2025-03-03T08:00,0.9,99,0.70,0.14
2025-03-03T09:00,1.1,99,0.20,0.00
2025-03-03T10:00,1.0,100,0.70,0.21
2025-03-03T11:00,1.3,99,0.90,0.00
2025-03-03T12:00,1.8,100,0.40,0.00
2025-03-03T13:00,1.5,100,0.50,0.07
2025-03-03T14:00,1.9,100,0.30,0.00
2025-03-03T15:00,1.8,100,0.50,0.00
2025-03-03T16:00,1.3,100,0.10,0.07
2025-03-03T17:00,1.6,100,0.00,0.00
2025-03-03T18:00,1.3,100,0.00,0.00
2025-03-03T19:00,0.4,98,0.00,0.00
2025-03-03T20:00,0.7,99,0.00,0.00
2025-03-03T21:00,0.7,99,0.00,0.00
2025-03-03T22:00,0.1,99,0.00,0.00
2025-03-03T23:00,-0.2,98,0.00,0.00
2025-03-04T00:00,-0.0,95,0.00,0.00
2025-03-04T01:00,-0.7,95,0.00,0.00
2025-03-04T02:00,-1.7,98,0.00,0.00
2025-03-04T03:00,-2.4,95,0.00,0.00
2025-03-04T04:00,-3.5,95,0.00,0.00
2025-03-04T05:00,-3.6,93,0.00,0.00
2025-03-04T06:00,-3.8,92,0.00,0.00
2025-03-04T07:00,-4.3,93,0.00,0.00
2025-03-04T08:00,-4.0,91,0.00,0.00
2025-03-04T09:00,-2.8,86,0.00,0.00
2025-03-04T10:00,-1.6,82,0.00,0.00
2025-03-04T11:00,-0.4,77,0.00,0.00
2025-03-04T12:00,0.8,73,0.00,0.00
2025-03-04T13:00,1.7,71,0.00,0.00
2025-03-04T14:00,2.4,71,0.00,0.00
2025-03-04T15:00,2.9,73,0.00,0.00
2025-03-04T16:00,2.7,76,0.00,0.00
2025-03-04T17:00,1.9,82,0.00,0.00
2025-03-04T18:00,0.3,90,0.00,0.00
2025-03-04T19:00,-1.1,90,0.00,0.00
2025-03-04T20:00,-1.1,89,0.00,0.00
2025-03-04T21:00,-1.4,89,0.00,0.00
2025-03-04T22:00,-1.4,89,0.00,0.00
2025-03-04T23:00,-1.5,90,0.00,0.00
2025-03-05T00:00,-1.6,90,0.00,0.00
2025-03-05T01:00,-1.7,91,0.00,0.00
2025-03-05T02:00,-1.8,91,0.00,0.00
2025-03-05T03:00,-1.3,91,0.00,0.00
2025-03-05T04:00,-1.3,91,0.00,0.00
2025-03-05T05:00,-1.4,91,0.00,0.00
2025-03-05T06:00,-1.5,91,0.00,0.00
2025-03-05T07:00,-1.5,90,0.00,0.00
2025-03-05T08:00,-0.8,87,0.00,0.00
2025-03-05T09:00,1.3,79,0.00,0.00
2025-03-05T10:00,2.8,72,0.00,0.00
2025-03-05T11:00,4.0,64,0.00,0.00
2025-03-05T12:00,6.0,59,0.00,0.00
2025-03-05T13:00,7.5,55,0.00,0.00
2025-03-05T14:00,8.3,53,0.00,0.00
2025-03-05T15:00,9.4,50,0.00,0.00
2025-03-05T16:00,9.9,51,0.00,0.00
2025-03-05T17:00,9.2,55,0.00,0.00
2025-03-05T18:00,7.6,60,0.00,0.00
2025-03-05T19:00,5.3,71,0.00,0.00
2025-03-05T20:00,4.4,76,0.00,0.00
2025-03-05T21:00,3.5,80,0.00,0.00
2025-03-05T22:00,2.8,82,0.00,0.00
2025-03-05T23:00,2.1,85,0.00,0.00
2025-03-06T00:00,1.7,86,0.00,0.00
2025-03-06T01:00,1.1,88,0.00,0.00
2025-03-06T02:00,1.2,88,0.00,0.00
2025-03-06T03:00,1.0,89,0.00,0.00
2025-03-06T04:00,0.4,90,0.00,0.00
2025-03-06T05:00,0.7,88,0.00,0.00
2025-03-06T06:00,0.3,89,0.00,0.00
2025-03-06T07:00,0.1,89,0.00,0.00
2025-03-06T08:00,1.4,82,0.00,0.00
2025-03-06T09:00,3.3,67,0.00,0.00
2025-03-06T10:00,4.9,54,0.00,0.00
2025-03-06T11:00,6.7,45,0.00,0.00
2025-03-06T12:00,8.3,38,0.00,0.00
2025-03-06T13:00,9.9,32,0.00,0.00
2025-03-06T14:00,11.5,27,0.00,0.00
2025-03-06T15:00,12.3,26,0.00,0.00
2025-03-06T16:00,12.1,27,0.00,0.00
2025-03-06T17:00,10.9,33,0.00,0.00
2025-03-06T18:00,8.9,41,0.00,0.00
2025-03-06T19:00,6.6,47,0.00,0.00
2025-03-06T20:00,5.6,50,0.00,0.00
2025-03-06T21:00,5.0,52,0.00,0.00
2025-03-06T22:00,4.4,54,0.00,0.00
2025-03-06T23:00,3.9,55,0.00,0.00
2025-03-07T00:00,3.3,56,0.00,0.00
2025-03-07T01:00,2.8,57,0.00,0.00
2025-03-07T02:00,2.4,57,0.00,0.00
2025-03-07T03:00,1.5,60,0.00,0.00
2025-03-07T04:00,1.5,58,0.00,0.00
2025-03-07T05:00,1.0,61,0.00,0.00
2025-03-07T06:00,0.5,63,0.00,0.00
2025-03-07T07:00,0.8,60,0.00,0.00
2025-03-07T08:00,2.0,57,0.00,0.00
2025-03-07T09:00,3.5,50,0.00,0.00
2025-03-07T10:00,5.0,44,0.00,0.00
2025-03-07T11:00,6.5,40,0.00,0.00
2025-03-07T12:00,8.0,37,0.00,0.00
2025-03-07T13:00,9.2,34,0.00,0.00
2025-03-07T14:00,10.4,30,0.00,0.00
2025-03-07T15:00,11.6,28,0.00,0.00
2025-03-07T16:00,11.6,28,0.00,0.00
2025-03-07T17:00,11.1,31,0.00,0.00
2025-03-07T18:00,9.0,43,0.00,0.00
2025-03-07T19:00,6.2,52,0.00,0.00
2025-03-07T20:00,5.2,55,0.00,0.00
2025-03-07T21:00,4.5,58,0.00,0.00
2025-03-07T22:00,3.7,60,0.00,0.00
2025-03-07T23:00,3.0,61,0.00,0.00
2025-03-08T00:00,2.1,61,0.00,0.00
2025-03-08T01:00,1.8,61,0.00,0.00
2025-03-08T02:00,1.6,61,0.00,0.00
2025-03-08T03:00,1.4,62,0.00,0.00
2025-03-08T04:00,1.4,61,0.00,0.00
2025-03-08T05:00,1.3,61,0.00,0.00
2025-03-08T06:00,1.4,62,0.00,0.00
2025-03-08T07:00,1.5,61,0.00,0.00
2025-03-08T08:00,2.6,59,0.00,0.00
2025-03-08T09:00,4.1,51,0.00,0.00
2025-03-08T10:00,5.4,48,0.00,0.00
2025-03-08T11:00,6.8,47,0.00,0.00
2025-03-08T12:00,8.1,45,0.00,0.00
2025-03-08T13:00,9.2,44,0.00,0.00
2025-03-08T14:00,10.1,42,0.00,0.00
2025-03-08T15:00,11.1,42,0.00,0.00
2025-03-08T16:00,11.4,41,0.00,0.00
2025-03-08T17:00,11.4,42,0.00,0.00
2025-03-08T18:00,10.2,52,0.00,0.00
2025-03-08T19:00,11.0,44,0.00,0.00
2025-03-08T20:00,9.2,48,0.00,0.00
2025-03-08T21:00,7.4,51,0.00,0.00
2025-03-08T22:00,6.0,57,0.00,0.00
2025-03-08T23:00,4.7,61,0.00,0.00
2025-03-09T00:00,4.1,62,0.00,0.00
2025-03-09T01:00,3.1,65,0.00,0.00
2025-03-09T02:00,2.3,68,0.00,0.00
2025-03-09T03:00,1.3,74,0.00,0.00
2025-03-09T04:00,1.0,76,0.00,0.00
2025-03-09T05:00,0.9,77,0.00,0.00
2025-03-09T06:00,0.8,77,0.00,0.00
2025-03-09T07:00,0.7,77,0.00,0.00
2025-03-09T08:00,1.1,76,0.00,0.00
2025-03-09T09:00,4.2,67,0.00,0.00
2025-03-09T10:00,8.5,50,0.00,0.00
2025-03-09T11:00,11.6,42,0.00,0.00
2025-03-09T12:00,13.8,34,0.00,0.00
2025-03-09T13:00,15.1,29,0.00,0.00
2025-03-09T14:00,15.8,27,0.00,0.00
2025-03-09T15:00,16.4,20,0.00,0.00
2025-03-09T16:00,16.3,20,0.00,0.00
2025-03-09T17:00,16.0,19,0.00,0.00
2025-03-09T18:00,14.9,24,0.00,0.00
2025-03-09T19:00,12.4,35,0.00,0.00
2025-03-09T20:00,10.2,43,0.00,0.00
2025-03-09T21:00,8.4,51,0.00,0.00
2025-03-09T22:00,6.7,58,0.00,0.00
2025-03-09T23:00,5.2,62,0.00,0.00
2025-03-10T00:00,4.0,65,0.00,0.00
2025-03-10T01:00,3.7,65,0.00,0.00
2025-03-10T02:00,3.4,67,0.00,0.00
2025-03-10T03:00,2.6,75,0.00,0.00
2025-03-10T04:00,2.1,83,0.00,0.00
2025-03-10T05:00,2.1,86,0.00,0.00
2025-03-10T06:00,2.1,86,0.00,0.00
2025-03-10T07:00,1.9,87,0.00,0.00
2025-03-10T08:00,2.2,84,0.00,0.00
2025-03-10T09:00,5.6,69,0.00,0.00
2025-03-10T10:00,10.2,51,0.00,0.00
2025-03-10T11:00,13.4,40,0.00,0.00
2025-03-10T12:00,15.5,31,0.00,0.00
2025-03-10T13:00,16.6,29,0.00,0.00
2025-03-10T14:00,17.0,28,0.00,0.00
2025-03-10T15:00,17.6,24,0.00,0.00
2025-03-10T16:00,17.4,24,0.00,0.00
2025-03-10T17:00,16.9,24,0.00,0.00
2025-03-10T18:00,15.9,27,0.00,0.00
2025-03-10T19:00,13.7,35,0.00,0.00
2025-03-10T20:00,11.2,41,0.00,0.00
2025-03-10T21:00,9.3,46,0.00,0.00
2025-03-10T22:00,7.9,50,0.00,0.00
2025-03-10T23:00,6.8,54,0.00,0.00
2025-03-11T00:00,6.0,57,0.00,0.00
2025-03-11T01:00,4.8,62,0.00,0.00
2025-03-11T02:00,3.7,67,0.00,0.00
2025-03-11T03:00,2.9,72,0.00,0.00
2025-03-11T04:00,2.7,72,0.00,0.00
2025-03-11T05:00,2.5,73,0.00,0.00
2025-03-11T06:00,2.6,74,0.00,0.00
2025-03-11T07:00,2.5,76,0.00,0.00
2025-03-11T08:00,3.4,75,0.00,0.00
2025-03-11T09:00,6.6,63,0.00,0.00
2025-03-11T10:00,10.9,49,0.00,0.00
2025-03-11T11:00,14.0,38,0.00,0.00
2025-03-11T12:00,16.3,31,0.00,0.00
2025-03-11T13:00,17.7,27,0.00,0.00
2025-03-11T14:00,18.3,25,0.00,0.00
2025-03-11T15:00,18.7,22,0.00,0.00
2025-03-11T16:00,18.6,22,0.00,0.00
2025-03-11T17:00,18.2,25,0.00,0.00
2025-03-11T18:00,17.4,27,0.00,0.00
2025-03-11T19:00,14.8,35,0.00,0.00
2025-03-11T20:00,11.9,43,0.00,0.00
2025-03-11T21:00,9.9,51,0.00,0.00
2025-03-11T22:00,8.2,57,0.00,0.00
2025-03-11T23:00,7.7,56,0.00,0.00
2025-03-12T00:00,7.5,62,0.00,0.00
2025-03-12T01:00,7.0,69,0.00,0.00
2025-03-12T02:00,6.5,71,0.00,0.00
2025-03-12T03:00,5.5,75,0.00,0.00
2025-03-12T04:00,5.0,77,0.00,0.00
2025-03-12T05:00,4.8,76,0.00,0.00
2025-03-12T06:00,4.4,77,0.00,0.00
2025-03-12T07:00,4.0,80,0.00,0.00
2025-03-12T08:00,4.6,78,0.00,0.00
2025-03-12T09:00,8.2,65,0.00,0.00
2025-03-12T10:00,12.1,50,0.00,0.00
2025-03-12T11:00,14.8,40,0.00,0.00
2025-03-12T12:00,16.8,32,0.00,0.00
2025-03-12T13:00,18.1,29,0.00,0.00
2025-03-12T14:00,19.0,26,0.00,0.00
2025-03-12T15:00,19.5,20,0.00,0.00
2025-03-12T16:00,19.5,21,0.00,0.00
2025-03-12T17:00,19.2,21,0.00,0.00
2025-03-12T18:00,18.2,25,0.00,0.00
2025-03-12T19:00,15.9,34,0.00,0.00
2025-03-12T20:00,12.7,43,0.00,0.00
2025-03-12T21:00,11.1,51,0.00,0.00
2025-03-12T22:00,8.8,60,0.00,0.00
2025-03-12T23:00,8.4,59,0.00,0.00
2025-03-13T00:00,8.2,60,0.00,0.00
2025-03-13T01:00,8.0,62,0.00,0.00
2025-03-13T02:00,7.6,63,0.00,0.00
2025-03-13T03:00,6.5,63,0.00,0.00
2025-03-13T04:00,5.9,64,0.00,0.00
2025-03-13T05:00,5.5,62,0.00,0.00
2025-03-13T06:00,4.9,61,0.00,0.00
2025-03-13T07:00,4.4,61,0.00,0.00
2025-03-13T08:00,4.9,58,0.00,0.00
2025-03-13T09:00,8.7,52,0.00,0.00
2025-03-13T10:00,12.8,35,0.00,0.00
2025-03-13T11:00,15.2,27,0.00,0.00
2025-03-13T12:00,17.1,24,0.00,0.00
2025-03-13T13:00,19.0,20,0.00,0.00
2025-03-13T14:00,20.0,18,0.00,0.00
2025-03-13T15:00,20.5,16,0.00,0.00
2025-03-13T16:00,20.5,17,0.00,0.00
